date,active_addresses,n_transactions,hash_rate,miners_revenue,mempool_size
2013-07-10,54321.0,39238.0,181.3600286547,379783.436091007,
2013-07-11,61548.0,43434.0,249.70821205767,398687.751246246,
2013-07-12,66681.0,48260.0,214.59299473706,353949.937555529,
2013-07-13,50760.0,37970.0,196.385104274522,391012.109406778,
2013-07-14,38901.0,34933.0,211.991867528126,423647.35454454,
2013-07-15,49774.0,36754.0,222.396376363862,395086.467418021,
2013-07-16,55925.0,39392.0,213.292431132593,481548.697162536,
2013-07-17,53170.0,40643.0,219.795249154928,454580.642040822,
2013-07-18,52109.0,41170.0,223.696939968329,450952.301092436,
2013-07-19,50353.0,36759.0,219.795249154928,391613.021306059,
2013-07-20,42223.0,33702.0,243.205394035335,600483.22467092,
2013-07-21,42370.0,35456.0,253.609902871071,469322.147259771,
2013-07-22,50290.0,39979.0,279.682550204425,386439.92385778,
2013-07-23,53996.0,38432.0,225.29983210912,335480.676599656,
2013-07-24,54327.0,42361.0,239.283959619341,402471.712096988,
2013-07-25,54353.0,42530.0,212.869496544479,367147.577383676,
2013-07-26,51523.0,36622.0,276.574966313265,409392.77976416,
2013-07-27,41923.0,37643.0,256.375671020723,476160.132109155,
2013-07-28,40133.0,37302.0,275.021174367684,411693.056710057,
2013-07-29,56108.0,41812.0,257.929462966303,462033.032463975,
2013-07-30,58704.0,42133.0,287.451509932325,518883.140779424,
2013-07-31,66141.0,49524.0,309.204597170447,545157.638204102,
2013-08-01,103351.0,50904.0,287.451509932325,495286.413273306,
2013-08-02,64646.0,51681.0,295.220469660226,505223.602319112,
2013-08-03,49767.0,45746.0,332.726003144688,457379.853148955,
2013-08-04,46551.0,42946.0,317.855567249954,647130.905351311,
2013-08-05,62137.0,51001.0,356.890461473632,512239.633110278,
2013-08-06,61187.0,54369.0,351.314048013107,511368.159725712,
2013-08-07,64954.0,57606.0,327.149589684163,530898.277120906,
2013-08-08,60891.0,58022.0,375.478506342051,559108.531513066,
2013-08-09,54319.0,49658.0,386.631333263102,527375.213628527,
2013-08-10,51094.0,51695.0,369.902092881525,558224.525656576,
2013-08-11,43353.0,38422.0,397.784160184153,580275.40487264,
2013-08-12,88571.0,50228.0,425.66622748678,580187.55584265,
2013-08-13,61005.0,53080.0,484.952765580043,801333.341732442,
2013-08-14,64243.0,51660.0,388.972530725659,524465.311958915,
2013-08-15,64588.0,58129.0,421.807874228475,607911.605754553,
2013-08-16,69111.0,71119.0,434.436852498788,426384.089353921,
2013-08-17,51598.0,56546.0,472.323787309729,503961.62536503,
2013-08-18,47444.0,56397.0,497.581743850356,493169.176140536,
2013-08-19,69236.0,71314.0,449.591626423165,509186.92541049,
2013-08-20,67419.0,63228.0,457.169013385353,554099.226972841,
2013-08-21,69302.0,60531.0,520.313904736921,727797.412372893,
2013-08-22,72393.0,66812.0,525.365496045046,622739.523060084,
2013-08-23,63359.0,55195.0,543.046065623485,541294.53490562,
2013-08-24,52996.0,51817.0,607.932298580619,668645.999063105,
2013-08-25,48353.0,44447.0,467.388810199078,420407.336997462,
2013-08-26,62217.0,56093.0,532.757874562586,503214.244970169,
2013-08-27,72059.0,62187.0,562.173953526164,476767.178804472,
2013-08-28,73597.0,64747.0,545.831687435287,560486.796206609,
2013-08-29,65094.0,58992.0,647.153737198724,572217.977746465,
2013-08-30,75212.0,62603.0,634.079924326022,659988.33404892,
2013-08-31,77866.0,47505.0,702.717441907705,718637.112745368,
2013-09-01,47233.0,46598.0,725.596614434932,739015.405311809,
2013-09-02,52321.0,51266.0,768.086506271213,761019.346369226,
2013-09-03,57454.0,52163.0,604.663845362444,641540.141067175,
2013-09-04,62447.0,52979.0,751.934693043482,542703.947019631,
2013-09-05,59898.0,60730.0,704.398591759124,563466.227787724,
2013-09-06,58464.0,60850.0,821.078113093457,694512.676127538,
2013-09-07,50956.0,51967.0,704.398591759124,458761.069691666,
2013-09-08,44651.0,46452.0,643.898099215395,485841.571484974,
2013-09-09,56478.0,57676.0,834.042504352828,633037.841848355,
2013-09-10,55495.0,53283.0,803.792258080963,602728.615773119,
2013-09-11,61906.0,49210.0,868.614214377815,643434.170990803,
2013-09-12,63265.0,52300.0,898.864460649679,690384.23796279,
2013-09-13,57481.0,44834.0,907.507388155926,663452.154188786,
2013-09-14,45429.0,43560.0,933.436170674667,899652.526859019,
2013-09-15,44238.0,53672.0,1024.57958056223,595876.360133307,
2013-09-16,57572.0,51885.0,946.196443251458,512918.082863637,
2013-09-17,60864.0,67931.0,990.986807429042,615657.561980414,
2013-09-18,64710.0,60551.0,845.418123851895,718285.404194936,
2013-09-19,67276.0,59815.0,1091.76512682861,628327.181982153,
2013-09-20,66115.0,58994.0,1080.56753578421,743042.813049032,
2013-09-21,55887.0,52498.0,1046.97476265102,603180.006672738,
2013-09-22,51054.0,50903.0,1153.35187757278,648146.606960649,
2013-09-23,67019.0,65328.0,1237.33381040575,674971.358032128,
2013-09-24,65926.0,62592.0,1125.35789996179,912909.718632538,
2013-09-25,64982.0,54548.0,1583.13830535265,721812.583931176,
2013-09-26,65886.0,57545.0,1265.03107577245,577564.37165104,
2013-09-27,64406.0,46920.0,1302.02028851433,627503.338496155,
2013-09-28,56523.0,42580.0,1265.03107577245,659264.976591389,
2013-09-29,56535.0,41181.0,1242.83754812732,553727.740837207,
2013-09-30,67081.0,47156.0,1213.24617793381,540039.918354236,
2013-10-01,73655.0,57171.0,1449.97713948187,848867.043024613,
2013-10-02,77728.0,61964.0,1279.8267608692,1216619.88756478,
2013-10-03,66403.0,59551.0,1538.75125006239,551724.984940021,
2013-10-04,63208.0,51940.0,1316.81597361108,773669.395755304,
2013-10-05,51842.0,45479.0,1560.94477770752,707536.002615697,
2013-10-06,49517.0,42857.0,1900.66283139384,569220.746421672,
2013-10-07,62040.0,44547.0,1439.61095645177,506345.04039156,
2013-10-08,64024.0,45461.0,1467.83862226455,950386.198122309,
2013-10-09,67064.0,50343.0,1721.88761457957,568550.879351471,
2013-10-10,67237.0,56853.0,1834.79827783069,639812.567154158,
2013-10-11,65117.0,51922.0,1665.43228295401,640204.891697548,
2013-10-12,55313.0,49474.0,1853.61672170588,1337481.29310152,
2013-10-13,66517.0,51304.0,2154.71182370886,1310125.63070581,
2013-10-14,68679.0,57452.0,2427.57925989907,919728.251365451,
2013-10-15,71738.0,55826.0,2333.48704052313,992130.713905087,
2013-10-16,77361.0,50826.0,2914.66937941069,895548.023563815,
2013-10-17,65903.0,46870.0,2382.30967540873,609714.537160166,
2013-10-18,70030.0,59661.0,2302.45571980844,1151808.80286843,
2013-10-19,74510.0,55311.0,2914.66937941069,1163078.62582515,
2013-10-20,61813.0,49418.0,2874.74240161054,999159.747808438,
2013-10-21,79056.0,60451.0,2675.10751260981,1044811.06851932,
2013-10-22,91759.0,65048.0,3313.93915741215,1462826.7063434,
2013-10-23,87018.0,55314.0,2808.19743861029,1152128.03457543,
2013-10-24,89418.0,63634.0,2781.5794534102,1217517.34513943,
2013-10-25,80608.0,57471.0,3194.15822401171,1343865.19998724,
2013-10-26,60631.0,47747.0,3867.20191245522,1091202.3510992,
2013-10-27,54721.0,43691.0,3439.6720527868,863920.64739092,
2013-10-28,68820.0,51104.0,3478.53840366575,893928.569808049,
2013-10-29,70371.0,49930.0,3051.00854399733,876349.157273103,
2013-10-30,78591.0,48446.0,3808.9023861368,1384202.23040448,
2013-10-31,79243.0,58181.0,4061.53366684995,1268518.87527203,
2013-11-01,71947.0,45371.0,3692.30333349996,1096101.38646063,
2013-11-02,65176.0,39181.0,4216.99907036574,1080761.35293217,
2013-11-03,65338.0,35947.0,3808.9023861368,1073746.48030223,
2013-11-04,83348.0,45523.0,3886.63508789469,1170149.90952589,
2013-11-05,97335.0,51597.0,3303.63982471049,1149382.23723981,
2013-11-06,97369.0,55008.0,4114.54971624979,1091463.65843291,
2013-11-07,109301.0,60535.0,3911.36207594116,1054946.58315642,
2013-11-08,106680.0,59223.0,3377.994520131,1006003.80653402,
2013-11-09,106130.0,55204.0,3606.58061547821,1304764.2004113,
2013-11-10,95024.0,57538.0,4266.94044648126,1508529.5793282,
2013-11-11,88300.0,57405.0,4952.69873252289,2440675.20425112,
2013-11-12,98250.0,58307.0,4800.30800229142,1837786.1373951,
2013-11-13,101388.0,64870.0,4774.90954725284,1623511.20589776,
2013-11-14,112531.0,69413.0,4292.33890151984,2181676.37595093,
2013-11-15,102176.0,60914.0,4139.94817128837,1979291.8882268,
2013-11-16,88478.0,47175.0,4978.09718756147,2334241.72723504,
2013-11-17,89325.0,51323.0,5847.42683190499,2391348.08563078,
2013-11-18,140360.0,79032.0,4968.79792970165,2080174.82041975,
2013-11-19,170557.0,92907.0,4696.1199945351,2777584.29840206,
2013-11-20,139562.0,77558.0,4938.50038134981,2338840.68621181,
2013-11-21,128839.0,71822.0,4484.03715607222,2559348.69495985,
2013-11-22,137706.0,76947.0,5029.39302640533,3350220.14912616,
2013-11-23,130687.0,72545.0,4908.20283299797,3674506.17755835,
2013-11-24,102145.0,60861.0,5211.17831651637,3874676.60628557,
2013-11-25,121251.0,71793.0,5453.55870333108,4237394.8306058,
2013-11-26,153552.0,83383.0,4968.79792970165,3586095.73231054,
2013-11-27,170801.0,95531.0,5029.39302640533,4734690.78982913,
2013-11-28,174633.0,98921.0,5514.15380003476,4735006.8924977,
2013-11-29,162274.0,90084.0,6505.6094504138,4819580.30141162,
2013-11-30,138750.0,73890.0,5626.47303819572,5210734.10728668,
2013-12-01,136377.0,73442.0,6857.26401530103,8881509.00923624,
2013-12-02,146063.0,75570.0,5731.96940766189,4151387.47311107,
2013-12-03,148813.0,77667.0,6681.43673285742,7860745.77136313,
2013-12-04,154055.0,79624.0,6224.28579850402,5249021.66920797,
2013-12-05,157285.0,83283.0,6013.29305957168,5256383.36758885,
2013-12-06,142973.0,72099.0,7419.91131912061,6387079.22400915,
2013-12-07,129059.0,67712.0,6751.76764583487,4611581.737448,
2013-12-08,95435.0,47477.0,6294.61671148146,4014587.10658735,
2013-12-09,136327.0,63625.0,6857.26401530103,3750129.01195522,
2013-12-10,128426.0,67623.0,9076.02762430024,4710243.707226,
2013-12-11,127804.0,67305.0,7134.38987382805,4300202.60586565,
2013-12-12,111331.0,58219.0,7495.62480414846,4025149.06790484,
2013-12-13,121972.0,60059.0,7495.62480414846,4409921.93220988,
2013-12-14,111422.0,54113.0,9030.87325801019,4901088.77099175,
2013-12-15,106045.0,52308.0,8037.47719962907,4413451.2266475,
2013-12-16,145742.0,69382.0,8714.79269397984,9363103.16157005,
2013-12-17,133831.0,67740.0,8895.41015914004,3961931.0712996,
2013-12-18,152236.0,81510.0,9482.4169209107,4072838.85613162,
2013-12-19,134046.0,70278.0,9753.34311865101,3193166.8062495,
2013-12-20,118892.0,65083.0,9121.1819905903,3815992.56634558,
2013-12-21,107061.0,56083.0,9568.75370305012,2601609.39221835,
2013-12-22,99505.0,52897.0,9744.8657343946,2751604.73688907,
2013-12-23,132256.0,54267.0,9333.93766125748,3063494.87969699,
2013-12-24,114065.0,55865.0,9744.8657343946,3457867.10483374,
2013-12-25,113223.0,55428.0,10097.0897970836,2685430.98770231,
2013-12-26,106343.0,51276.0,10508.0178702207,3404782.70383875,
2013-12-27,110058.0,52674.0,10273.201828428,4006552.31869149,
2013-12-28,95057.0,48009.0,9627.45771349828,3158649.96806958,
2013-12-29,94132.0,51325.0,8805.60156722404,3335719.7307291,
2013-12-30,133540.0,55613.0,11388.5780269431,3632082.20000505,
2013-12-31,100706.0,48847.0,9920.97776573908,3691241.37928677,
2014-01-01,85153.0,43070.0,11740.802089632,5517175.19234772,
2014-01-02,114151.0,54770.0,10294.9115229754,2670676.91932932,
2014-01-03,122070.0,60980.0,11493.6340975684,3468549.23939752,
2014-01-04,99666.0,52052.0,10435.9377082216,3503313.3781446,
2014-01-05,114078.0,58662.0,12692.3566721614,4633186.0497563,
2014-01-06,151592.0,67358.0,12480.817394292,4914913.51245672,
2014-01-07,121168.0,62911.0,13185.9483205232,4525042.38885386,
2014-01-08,128008.0,61439.0,13891.0792467544,4535443.1451328,
2014-01-09,116570.0,59031.0,12762.8697647845,4930974.51361224,
2014-01-10,108863.0,54166.0,14243.64470987,4535580.33499778,
2014-01-11,111256.0,55856.0,14596.2101729856,5777402.51750686,
2014-01-12,100294.0,50537.0,13397.4875983926,5090195.2246953,
2014-01-13,133710.0,53461.0,18058.6488747028,4210459.44178841,
2014-01-14,110009.0,57378.0,13699.6646635677,3758428.87411201,
2014-01-15,115651.0,61612.0,15211.9653082472,4217005.9545048,
2014-01-16,108455.0,56703.0,17791.7722903476,4241924.52911646,
2014-01-17,113841.0,59026.0,13610.7058021159,3404133.27387066,
2014-01-18,92393.0,51573.0,14500.2944166333,3693311.7459084,
2014-01-19,95238.0,48005.0,16368.4305071198,3964756.61727788,
2014-01-20,152042.0,63003.0,16279.4716456681,4871514.2888793,
2014-01-21,137213.0,72577.0,15300.924169699,3904490.2341148,
2014-01-22,132174.0,65835.0,16902.1836758303,4921325.3187909,
2014-01-23,124504.0,63576.0,15834.6773384094,5241644.13745878,
2014-01-24,123371.0,65600.0,21375.1267539394,4577168.70503621,
2014-01-25,107992.0,53864.0,16903.7992186766,3891447.09648837,
2014-01-26,109747.0,53582.0,17449.0830644403,4399346.48780865,
2014-01-27,151306.0,64374.0,17558.1398335931,6040771.8236915,
2014-01-28,134406.0,65762.0,18103.4236793568,3226115.43438169,
2014-01-29,122232.0,59682.0,17230.9695261348,3232279.90426251,
2014-01-30,131665.0,60799.0,17449.0830644403,4021343.5262158,
2014-01-31,131259.0,60269.0,20066.4455241064,4212641.890744,
2014-02-01,120110.0,54838.0,21484.1835230922,4366761.15316375,
2014-02-02,115532.0,52483.0,19412.1049091899,4381020.86857656,
2014-02-03,151697.0,57600.0,21157.0132156339,4061986.63042048,
2014-02-04,146783.0,69799.0,18430.5939868151,4662961.48683288,
2014-02-05,134434.0,67529.0,22283.1334910963,4108104.59689946,
2014-02-06,143631.0,70160.0,21761.8906024157,4622443.40754955,
2014-02-07,142073.0,70514.0,21501.2691580754,3239923.65141682,
2014-02-08,128846.0,65009.0,22804.3763797769,4306013.7785266,
2014-02-09,110355.0,56579.0,19676.9190476932,2560713.85360142,
2014-02-10,152323.0,66850.0,19937.5404920335,3034340.49203963,
2014-02-11,129779.0,67229.0,21761.8906024157,3177455.32868137,
2014-02-12,124023.0,62126.0,21761.8906024157,4063256.22662555,
2014-02-13,129640.0,67339.0,23455.9299906277,3732203.90452587,
2014-02-14,144009.0,74889.0,24889.3479344994,3351094.4592132,
2014-02-15,128245.0,61896.0,23455.9299906277,3846880.07517398,
2014-02-16,107390.0,57531.0,25149.9693788397,4254676.6144031,
2014-02-17,148093.0,60853.0,25824.9397709724,2812243.33051486,
2014-02-18,132286.0,65408.0,25980.5116973035,3206875.72611767,
2014-02-19,154079.0,70142.0,29714.2379292513,3882380.63908592,
2014-02-20,159785.0,71144.0,26602.7994026282,3495121.25464408,
2014-02-21,156400.0,69390.0,26136.0836236347,2513804.8892639,
2014-02-22,134765.0,58549.0,25513.79591831,3209639.3077212,
2014-02-23,144957.0,60198.0,28314.0905922709,3270586.35230743,
2014-02-24,193162.0,73796.0,28314.0905922709,3447585.41024301,
2014-02-25,183668.0,80082.0,26447.227476297,2738486.78800395,
2014-02-26,166942.0,71897.0,28158.5186659398,3619080.47651883,
2014-02-27,162312.0,72138.0,28314.0905922709,3521286.42848027,
2014-02-28,145370.0,70290.0,35659.9638677987,3407746.31205269,
2014-03-01,153084.0,63402.0,28072.7375129479,2801268.27176672,
2014-03-02,134483.0,56635.0,28262.4181718192,2162848.25557079,
2014-03-03,207617.0,81264.0,26934.6535597203,2478891.43395069,
2014-03-04,201000.0,84600.0,26365.6115831065,3372548.86635277,
2014-03-05,172202.0,72392.0,30538.5860782745,3512792.10713892,
2014-03-06,169426.0,70527.0,30728.2667371457,3414702.4819434,
2014-03-07,156936.0,72345.0,31676.6700315021,4662565.81946043,
2014-03-08,149419.0,64590.0,33194.1153024722,4085715.99207135,
2014-03-09,149990.0,62161.0,31107.6280548883,3384947.78509816,
2014-03-10,171342.0,70884.0,31297.3087137595,2907116.53210744,
2014-03-11,155145.0,76204.0,31866.3506903734,3693754.50700402,
2014-03-12,166882.0,76339.0,31866.3506903734,3456434.06040891,
2014-03-13,163734.0,72805.0,35706.2319140563,4140207.61988635,
2014-03-14,135298.0,70615.0,29367.8475506144,2236559.76211021,
2014-03-15,120614.0,60308.0,36973.9087867447,2859867.31329703,
2014-03-16,120423.0,59332.0,33382.1576474609,4518329.04399226,
2014-03-17,162111.0,66396.0,37607.7472230889,3263903.59581081,
2014-03-18,118351.0,54142.0,30635.5244233027,2567790.30327641,
2014-03-19,141597.0,73804.0,32748.3192111167,2778419.64596144,
2014-03-20,136364.0,71002.0,35283.6729564935,3294476.77586909,
2014-03-21,157457.0,73091.0,38241.5856594331,3641291.59895856,
2014-03-22,135217.0,66673.0,37185.1882655261,2932911.12979362,
2014-03-23,126956.0,57811.0,43312.2931501866,4060999.45281356,
2014-03-24,169414.0,70983.0,42044.6162774982,3225418.94807707,
2014-03-25,143947.0,71883.0,37582.7508729924,2453784.16910848,
2014-03-26,146839.0,68315.0,39324.9976022039,2924721.57927278,
2014-03-27,160637.0,71719.0,41565.0291111902,3523696.71046471,
2014-03-28,158001.0,67079.0,45547.3073493881,2543758.8037429,
2014-03-29,127427.0,53250.0,42560.5986707397,2503197.58882982,
2014-03-30,147993.0,56467.0,37084.9660932176,2014745.3978967,
2014-03-31,148468.0,65448.0,41813.9215010776,2793367.55892397,
2014-04-01,155429.0,64136.0,44551.7377898386,2190656.88165462,
2014-04-02,153963.0,66862.0,46045.0921291628,3145559.90173707,
2014-04-03,125717.0,67075.0,51769.6170965723,2761931.33773585,
2014-04-04,154707.0,65692.0,50027.3703673607,2485627.48778003,
2014-04-05,131344.0,55795.0,54454.168877057,2752160.90149948,
2014-04-06,167245.0,50010.0,43198.2792209055,2355981.89585422,
2014-04-07,136394.0,65810.0,44415.1321567057,2217546.37353574,
2014-04-08,142384.0,67841.0,47457.2644962061,1829950.40502474,
2014-04-09,153632.0,65153.0,44110.9189227557,2150368.59522249,
2014-04-10,159374.0,68027.0,53237.3159412568,2604842.80916677,
2014-04-11,148338.0,65732.0,45327.7718585558,1749131.42204961,
2014-04-12,112455.0,47740.0,48674.1174320062,2110702.14307217,
2014-04-13,156895.0,51168.0,60538.4335560578,2407657.42973614,
2014-04-14,158066.0,70219.0,55366.8085789071,2731916.92231895,
2014-04-15,156359.0,72809.0,59321.5806202576,2905406.24490792,
2014-04-16,149841.0,68594.0,45327.7718585558,2689251.05713165,
2014-04-17,131868.0,65190.0,60364.1060676353,2706076.91605982,
2014-04-18,128648.0,56996.0,54119.5433709834,2772367.99110293,
2014-04-19,118692.0,53515.0,56547.9844196814,2478551.39598085,
2014-04-20,147204.0,49043.0,58976.4254683793,2903129.8029116,
2014-04-21,121759.0,58110.0,61404.8665170773,2803733.6424231,
2014-04-22,162297.0,78042.0,53425.7030713554,2101337.97656688,
2014-04-23,135242.0,73954.0,60711.0262174494,2928738.65231322,
2014-04-24,135134.0,72694.0,50997.2620226574,2506178.88523505,
2014-04-25,154706.0,72650.0,56894.9045694954,3121784.16930471,
2014-04-26,114923.0,52175.0,61751.7866668913,2216047.34576806,
2014-04-27,148161.0,52629.0,57935.6650189374,2695330.38352189,
2014-04-28,146280.0,64546.0,57588.7448691234,2002844.9734579,
2014-04-29,141443.0,65038.0,54813.3836706114,2373811.60726478,
2014-04-30,138804.0,63657.0,58067.9246280705,1798323.6098464,
2014-05-01,132989.0,59658.0,66817.8858733963,2899140.09711454,
2014-05-02,122570.0,59981.0,67613.3368956986,2738555.52006396,
2014-05-03,98010.0,54157.0,57272.4736057682,1824628.31054812,
2014-05-04,136682.0,51769.0,60454.2776949776,1996152.0366392,
2014-05-05,126823.0,67763.0,49715.688893896,1546079.10989945,
2014-05-06,144318.0,77228.0,73976.9450741173,2583817.44080909,
2014-05-07,139545.0,69825.0,64829.2583176404,2136347.09544072,
2014-05-08,140028.0,68937.0,62045.1797395822,2288273.54317903,
2014-05-09,136384.0,66293.0,66022.4348510939,2305086.13988772,
2014-05-10,115894.0,56416.0,70397.4154737568,2463259.52088618,
2014-05-11,145663.0,52590.0,66022.4348510939,2107297.0875308,
2014-05-12,128562.0,74418.0,69096.5967636062,2174293.30588062,
2014-05-13,126152.0,69357.0,74817.9710179175,2196362.32514587,
2014-05-14,136797.0,69808.0,66015.8567805155,1872053.61437355,
2014-05-15,149729.0,74893.0,73057.5481704371,2329797.59349022,
2014-05-16,123629.0,65433.0,80099.2395603588,2271665.23319837,
2014-05-17,109902.0,53511.0,80539.3452722289,2846330.18727616,
2014-05-18,151253.0,49912.0,67776.2796279959,2674403.24760663,
2014-05-19,137175.0,64094.0,77898.7110010083,2800193.45760369,
2014-05-20,162024.0,71520.0,78778.9224247485,2437309.33215951,
2014-05-21,131323.0,68905.0,78338.8167128784,2679568.52756389,
2014-05-22,137973.0,73343.0,73497.6538823072,2550796.14223453,
2014-05-23,150893.0,72810.0,69536.7024754763,2450791.24452302,
2014-05-24,103212.0,52872.0,87319.120099013,2351556.70291129,
2014-05-25,165704.0,57566.0,78483.2567556605,2685405.17828629,
2014-05-26,143041.0,67007.0,87838.876766269,2658143.76983134,
2014-05-27,150775.0,68524.0,67048.6100760278,2171401.39268694,
2014-05-28,156184.0,72338.0,91996.9301043173,2886725.31537357,
2014-05-29,145139.0,65362.0,68088.1234105399,2171411.11799255,
2014-05-30,127995.0,65127.0,84720.3367627328,2667113.68140693,
2014-05-31,123644.0,52172.0,79003.0134229165,2507046.66898787,
2014-06-01,167932.0,55222.0,93036.4434388293,3186784.51736148,
2014-06-02,149237.0,64434.0,93036.4434388293,3650788.78347102,
2014-06-03,160756.0,69655.0,97714.2534441336,3203424.7509436,
2014-06-04,148353.0,65094.0,95115.4701078534,3593888.80985165,
2014-06-05,154509.0,66945.0,75364.7167521243,2708518.43397621,
2014-06-06,143645.0,62342.0,86494.3621241971,2703361.52059781,
2014-06-07,120890.0,51210.0,89416.4689527173,2878038.64715532,
2014-06-08,153210.0,48308.0,87663.2048556052,2503351.83023013,
2014-06-09,137265.0,59875.0,79481.3057357487,3129398.32990219,
2014-06-10,146486.0,63316.0,103442.581729614,3398807.4547023,
2014-06-11,145154.0,62827.0,85325.5193927891,2732109.18704523,
2014-06-12,146361.0,64744.0,90585.3116841254,3477994.08182039,
2014-06-13,146417.0,64739.0,98182.7894382778,2666109.45247941,
2014-06-14,128268.0,53596.0,102858.16036391,3378320.32975696,
2014-06-15,156625.0,53916.0,108702.37402095,3554349.15871317,
2014-06-16,151411.0,68262.0,118637.537237919,3357698.58037231,
2014-06-17,161493.0,70077.0,104027.003095318,3465497.66274646,
2014-06-18,144626.0,63888.0,113768.842858603,2653182.8809552,
2014-06-19,132614.0,62454.0,101053.501597935,3124036.51946112,
2014-06-20,133214.0,57381.0,123807.270169656,3429551.41602032,
2014-06-21,130125.0,51173.0,126484.18411927,3180962.87500238,
2014-06-22,163514.0,50104.0,129161.098068884,3522657.11801796,
2014-06-23,136813.0,60216.0,105738.10100976,3540092.79362386,
2014-06-24,148534.0,64883.0,132507.240505902,3183637.21807602,
2014-06-25,150394.0,64397.0,124476.498657059,2925711.45846495,
2014-06-26,136793.0,61432.0,114438.071346006,2992633.06533511,
2014-06-27,144281.0,62966.0,125145.727144463,3485349.38860833,
2014-06-28,119637.0,54392.0,125145.727144463,3390821.48285489,
2014-06-29,155427.0,49922.0,145472.743415772,2867568.6921274,
2014-06-30,153158.0,69403.0,104506.281189491,2302759.22460592,
2014-07-01,157472.0,69443.0,115374.934433198,2485724.37831526,
2014-07-02,152173.0,66728.0,116210.984682714,2261661.30916854,
2014-07-03,135992.0,62849.0,111194.683185619,2560998.376542,
2014-07-04,122293.0,59494.0,133768.039922549,3298718.39247022,
2014-07-05,110447.0,49954.0,127079.637926421,2603938.92237504,
2014-07-06,163144.0,52139.0,124571.487177873,2561839.04560687,
2014-07-07,159811.0,64686.0,116210.984682714,2796222.36803611,
2014-07-08,184360.0,70117.0,135440.140421581,2661544.47118273,
2014-07-09,157335.0,68518.0,132931.989673033,3132903.82917889,
2014-07-10,147432.0,64605.0,128751.738425453,3133288.01651803,
2014-07-11,145271.0,59077.0,125407.537427389,2721173.49560002,
2014-07-12,134802.0,53454.0,137948.291170128,3223823.83970348,
2014-07-13,168917.0,52417.0,132716.120673498,2964897.50723038,
2014-07-14,138366.0,62761.0,124959.983751021,2324693.38813598,
2014-07-15,154269.0,72316.0,118927.432811316,3161553.82092972,
2014-07-16,144076.0,65571.0,142195.843578748,2629605.79883141,
2014-07-17,147920.0,66233.0,147366.601527066,3002451.26742862,
2014-07-18,141523.0,64062.0,137025.08563043,3638812.44346872,
2014-07-19,131462.0,59553.0,148228.394518452,3245599.55344,
2014-07-20,170737.0,52001.0,146504.80853568,2983207.3725258,
2014-07-21,135234.0,64190.0,128407.155716566,2938912.73316861,
2014-07-22,141538.0,66858.0,123236.397768248,2652571.36378448,
2014-07-23,151146.0,66883.0,125821.776742407,2487264.2702008,
2014-07-24,149324.0,66276.0,128407.155716566,2473403.68632031,
2014-07-25,152439.0,61498.0,135301.499647657,2769685.95930169,
2014-07-26,119755.0,56333.0,130395.098646876,2326825.30108101,
2014-07-27,162972.0,51991.0,149954.363443907,2881152.52485139,
2014-07-28,147974.0,64744.0,126669.524399822,2678343.23884442,
2014-07-29,142385.0,61607.0,138777.640702747,2587762.30485722,
2014-07-30,156102.0,66153.0,162993.873308595,3902129.78311854,
2014-07-31,148020.0,69761.0,143434.608511564,2739529.14990296,
2014-08-01,150907.0,67915.0,142503.2149498,2902813.90643991,
2014-08-02,121519.0,54989.0,157405.511938015,3148523.90950454,
2014-08-03,151735.0,53621.0,141571.821388037,2835381.94049722,
2014-08-04,134288.0,67847.0,125738.130838059,2137667.01109539,
2014-08-05,168882.0,72823.0,122943.950152769,2169992.06234937,
2014-08-06,173282.0,80402.0,142503.2149498,3093156.46034628,
2014-08-07,151230.0,69913.0,146228.789196854,2541691.97252622,
2014-08-08,149498.0,68262.0,157903.329123918,2801018.16384497,
2014-08-09,130462.0,60634.0,169672.521356757,3525377.0138246,
2014-08-10,174825.0,57913.0,175557.117473176,3264322.65956535,
2014-08-11,170341.0,75575.0,178499.415531385,3345836.1122912,
2014-08-12,175058.0,76982.0,177518.649511982,3050213.5876443,
2014-08-13,169355.0,75738.0,153980.265046305,2411608.84647239,
2014-08-14,165350.0,79082.0,166730.223298547,3004833.26150897,
2014-08-15,158933.0,73193.0,159864.861162724,2314744.7005523,
2014-08-16,146332.0,67974.0,167710.98931795,2233906.7189312,
2014-08-17,179878.0,60223.0,161826.393201531,3126169.07303607,
2014-08-18,167625.0,72758.0,171634.053395563,3269988.48354292,
2014-08-19,161716.0,74740.0,202037.799997063,2809058.54143764,
2014-08-20,163469.0,73842.0,187281.346343637,2419608.0008996,
2014-08-21,169811.0,73164.0,199134.596112222,2535647.92977324,
2014-08-22,156690.0,66998.0,190837.321274213,2285706.48261436,
2014-08-23,128246.0,57593.0,186096.021366779,2738544.90844599,
2014-08-24,185028.0,56695.0,194393.296204788,2283154.09702745,
2014-08-25,154245.0,69894.0,158833.546899034,2028245.65472511,
2014-08-26,163451.0,72660.0,196763.946158505,2551828.40649573,
2014-08-27,157523.0,74581.0,190837.321274213,2588865.36987183,
2014-08-28,167080.0,68628.0,214543.820811382,2782169.67445163,
2014-08-29,140682.0,68614.0,196763.946158505,2665982.09580596,
2014-08-30,141380.0,61214.0,203875.896019656,2780807.83499772,
2014-08-31,170749.0,57755.0,231138.3704874,2985880.98310164,
